rating,text,name,sentiment,clean_text,cluster
1,After one use in a regular used battery powered item it's dead. With other brand I can use the item several times before I have to replace the battery.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),negative,one use regular used battery powered item dead brand use item several times replace battery,3
1,These die SO fast.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),negative,die fast,3
1,These go dead very quickly. Not worth it if you rely on whatever the batteries are powering. Maybe ok for a remote control or something unimportant.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),negative,go dead quickly worth rely whatever batteries powering maybe ok remote control something unimportant,0
1,Didn't have hardly any charge to them. A total waste of money.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),negative,didnt hardly charge total waste money,3
1,"Never put a review online about a purchase , but this Amazon battery leak so badly I have to discard all of them after 2 weeks of use, DON'T BUY THIS ITEM ....",AmazonBasics AAA Performance Alkaline Batteries (36 Count),negative,never put review online purchase amazon battery leak badly discard 2 weeks use dont buy item,3
2,"I use it for the roku remote and it runs out so fast, holds for about 2-3 weeks (just like the chineese batteries),",AmazonBasics AAA Performance Alkaline Batteries (36 Count),negative,use roku remote runs fast holds 23 weeks like chineese batteries,0
1,"I purchased them thinking they would be a great value, based on other reviews. I have an alarm keypad (among other things) that I use them in. Previously batteries would last about a year in the keypad. These batteries will last about a month before they die. The first time it happened, I thought there could have been a bad battery or possibly my memory was failing me. After 3 sets in 3 months, there is no doubt. The batteries test fully charged when I install them and then a month later they are gone. That is not a great value at all. I will find another battery for future use.",AmazonBasics AAA Performance Alkaline Batteries (36 Count),negative,purchased thinking would great value based reviews alarm keypad among things use previously batteries would last year keypad batteries last month die first time happened thought could bad battery possibly memory failing 3 sets 3 months doubt batteries test fully charged install month later gone great value find another battery future use,0
5,"Don't know why I waited so long to finally invest in rechargeable batteries. Once you switch, you won't go back!",AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,dont know waited long finally invest rechargeable batteries switch wont go back,0
1,"These batteries don't last. They might be a good value but for me it's more important to have a battery that lasts longer. Or use these for hiking and rockclimbing and working on my car in the middle the night if I have a flat tire. If you use them like that you want a much better battery like the name brands Duracell, energizer etc. If you just want something that's cheap these batteries are definitely cheap but I bought the 60 count Duracell batteries for .36 each. I think the Amazon ones go for just a bit over .20 each. I think the Duracell's last more than a third longer.",AmazonBasics AAA Performance Alkaline Batteries (36 Count),negative,batteries dont last might good value important battery lasts longer use hiking rockclimbing working car middle night flat tire use like want much better battery like name brands duracell energizer etc want something thats cheap batteries definitely cheap bought 60 count duracell batteries 36 think amazon ones go bit 20 think duracells last third longer,0
1,"I bought these batteries to charge my insulin pump - a life critical device. After I started using them, I found my pump worked terribly and after testing all other variables, popped out the Amazon battery and replaced with a Duracell, and everything was back to normal. I won't use these again.",AmazonBasics AAA Performance Alkaline Batteries (36 Count),negative,bought batteries charge insulin pump life critical device started using found pump worked terribly testing variables popped amazon battery replaced duracell everything back normal wont use,3
5,"Great value for batteries in bulk - our household expends batteries quickly, so it's great to always have a backup supply.The low cost of these means I can afford to keep plenty on hand. The quality is comparable to most other brands we've tried - especially for video game controllers and the like.",AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,great value batteries bulk household expends batteries quickly great always backup supplythe low cost means afford keep plenty hand quality comparable brands weve tried especially video game controllers like,0
1,"I am very disappointed in these. I put them in my remote and within 24 hrs they are completely dead. For shame, Amazon. For shame.",AmazonBasics AAA Performance Alkaline Batteries (36 Count),negative,disappointed put remote within 24 hrs completely dead shame amazon shame,3
1,These are horrible! Don't waste your money. These batteries die faster than any I've ever tried. A few hours in a Wii remote and they have to be replaced. I'm so disappointed!,AmazonBasics AAA Performance Alkaline Batteries (36 Count),negative,horrible dont waste money batteries die faster ive ever tried hours wii remote replaced im disappointed,0
5,A Great Deal On Great Batteries.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,great deal great batteries,1
5,"Exactly what I needed, lots of AA batteries for a cheap price. They last just as long as any other battery so this was totally worth it. Will only buy my batteries from here now on.",AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,exactly needed lots aa batteries cheap price last long battery totally worth buy batteries,0
5,I was surprised to see how inexpensive these batteries were and packaged nice,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,surprised see inexpensive batteries packaged nice,0
2,"These batteries are HYPED! Duracell always wins. I bought them for electronic circuit for my experiments and I can clearly see how they fail against Duracell AAA batteries. I also wonder about the review someone has put that shows the performance plots. Under standard conditions doesn't matter, batteries need to perform the way consumers use them. To be fair, these batteries are better but don't show them as the best in the world, no way!",AmazonBasics AAA Performance Alkaline Batteries (36 Count),negative,batteries hyped duracell always wins bought electronic circuit experiments clearly see fail duracell aaa batteries also wonder review someone put shows performance plots standard conditions doesnt matter batteries need perform way consumers use fair batteries better dont show best world way,0
5,"Considering that Duracell batteries are guaranteed to leak and ruin your device, these are an excellent alternative.",AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,considering duracell batteries guaranteed leak ruin device excellent alternative,0
5,"Batteries for days, easy and cheap. If they simply work, I'll be all good. The packaging is shiny, so they will, right :)",AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,batteries days easy cheap simply work ill good packaging shiny right,0
5,We are pleased with these AAA batteries. They are economical and have worked well for us in the items we tried them with. Easy to store in the cardboard box they arrived in.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,pleased aaa batteries economical worked well us items tried easy store cardboard box arrived,0
2,"I gave one star because they were batteries and did not explode in my face which is a major plus. However, if you need batteries for anything you use on a daily basis outside a tv remote then do not buy. These batteries do not last as long as duracell or energizer by far, and i wish i was getting paid to say that. Spend the extra dollars and buy a better battery.",AmazonBasics AAA Performance Alkaline Batteries (36 Count),negative,gave one star batteries explode face major plus however need batteries anything use daily basis outside tv remote buy batteries last long duracell energizer far wish getting paid say spend extra dollars buy better battery,0
5,If your looking for batteries of the future that are environmentally safe you need only look for NiZn batteries they put out more power and last much longer and are rechargeable. AGAIN THEY ARE ENVIRONMENTALY SAFE. Check out 1.6volt batteries NiZn.. much better battery then anything out there.!! DO your customers a favor and bring them up to date with new technology.. FACT!!!!!!!!!!PLEASE HELP THE ENVIRONMENT AND USE A MUCH BETTER BATTERY NiZn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,looking batteries future environmentally safe need look nizn batteries put power last much longer rechargeable environmentaly safe check 16volt batteries nizn much better battery anything customers favor bring date new technology factplease help environment use much better battery nizn,0
5,Even though there not bans brand batteries they last a while use two out of the pack and it's still going for about a month,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,even though bans brand batteries last use two pack still going month,0
5,Every battery had a voltage reading between 1.61 and 1.66v. Will update if the lifespan of these batteries is less than expected.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,every battery voltage reading 161 166v update lifespan batteries less expected,0
5,"Everyone discusses the pros and cons of batteries. They lasted 1.2 hours less than brand A or .34 hours longer than brand B.Whatever. They're necessary. They're cheaper than some, more expensive than some. if you're buying 300 batteries a week.......Blah blah..... I have these in my flashlights. I have lots of flashlights. I don't have to go to the store. More than enough for a positive rating.",AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,everyone discusses pros cons batteries lasted 12 hours less brand 34 hours longer brand bwhatever theyre necessary theyre cheaper expensive youre buying 300 batteries weekblah blah flashlights lots flashlights dont go store enough positive rating,0
5,Exactly as described. I'll learn if they last or not.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,exactly described ill learn last,3
5,A great product! Why pay more for batteries when these work just fine and are cheap! Thanks Amazon!,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,great product pay batteries work fine cheap thanks amazon,4
5,Excellent,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,excellent,3
5,Excellent batteries. Can't complain! A lot cheaper than any other brands and you get the same good quality. Amazon doesn't disappoint.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,excellent batteries cant complain lot cheaper brands get good quality amazon doesnt disappoint,0
5,"i now use AA and AAA amazon batteries, great price, same quality as name brands.",AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,use aa aaa amazon batteries great price quality name brands,0
5,"They work great and come in excellent packaging!I can't vouch for their lifespan vs the big brands, since I haven't paid attention to how long my old batteries would last. It's at least comparable! Comparable enough that the discount on AmazonBasics batteries is definitely worthwhile!",AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,work great come excellent packagingi cant vouch lifespan vs big brands since havent paid attention long old batteries would last least comparable comparable enough discount amazonbasics batteries definitely worthwhile,0
5,Excellent Batteries,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,excellent batteries,0
5,"Good Price, excellent packaging, and the batteries last a long time in comparison with other brand batteries I have tried that only came with four in the pack for the same price! Will order these from now on from Amazon!!",AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,good price excellent packaging batteries last long time comparison brand batteries tried came four pack price order amazon,0
5,"Great batteries, great price!!",AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,great batteries great price,1
5,Great price and lasts just as long as leading brands of batteries.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,great price lasts long leading brands batteries,0
5,I shouldn't be since it's amazon. But there as good as name brands. I'll buy from now on. Save unselfish money,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,shouldnt since amazon good name brands ill buy save unselfish money,0
5,"Put 4 of these in my handheld scanner 2 weeks ago, still going strong. I normally leave it on between 1 to 3 hours at a time. To say I'm beyond impressed is an understatement. Out of normal alkaline batteries, I was getting at best 2 or 3 days.",AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,put 4 handheld scanner 2 weeks ago still going strong normally leave 1 3 hours time say im beyond impressed understatement normal alkaline batteries getting best 2 3 days,3
5,Works as described,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,works described,3
5,You can never have too many batteries. These last a long time.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,never many batteries last long time,0
5,"These batteries are most likely made by a third party with some experience in manufacturing private label. They are well made, lasts long (cannot tell significant difference between these and the brand name ones). I also like the convenience of having them shipped to me as I don't relish shopping for batteries at physical stores. Made in Indonesia.",AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,batteries likely made third party experience manufacturing private label well made lasts long tell significant difference brand name ones also like convenience shipped dont relish shopping batteries physical stores made indonesia,0
5,"Throw away all my generic batteries and replaced with these. 48-Pack came in a nice carton box with 4-pcs. battery in each plastic wrap. Used in remote controllers, game controllers, mouse, automatic spray air fresheners, LED flashlights and camping lanterns, clocks, wall lamps, and other devices. Excellent batteries for the price.",AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,throw away generic batteries replaced 48pack came nice carton box 4pcs battery plastic wrap used remote controllers game controllers mouse automatic spray air fresheners led flashlights camping lanterns clocks wall lamps devices excellent batteries price,0
5,Excellent batteries with a long shelf-life.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,excellent batteries long shelflife,0
5,"Excellent batteries, at a good price.",AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,excellent batteries good price,2
5,Love the product and the price.Batteries work great. I love that I can keep extras on hand. Batteries come in either brown sturdy box or plastic box.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,love product pricebatteries work great love keep extras hand batteries come either brown sturdy box plastic box,3
5,"These work great. Inexpensive, and from a name you can trust!",AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,work great inexpensive name trust,4
5,Excellent batteries! Last just as long if not longer than the name brands. These are what I'll be purchasing from now on.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,excellent batteries last long longer name brands ill purchasing,0
5,AA batteries- good quality can't beat the value.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,aa batteries good quality cant beat value,0
5,These work just as well as the top battery brands.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,work well top battery brands,4
5,Worth the money. Used these batteries while camping for two weeks and they are still working great. They will probably be used at home or used again next year during our camping adventure.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,worth money used batteries camping two weeks still working great probably used home used next year camping adventure,3
5,"Excellent batteries, I couldn't believe how inexpensive they were. I will continue to purchase Amazon batteries from now on. I use these in my video gaming controller daily and they last for a long time. Very happy that I purchased these and would recommend to anyone!",AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,excellent batteries couldnt believe inexpensive continue purchase amazon batteries use video gaming controller daily last long time happy purchased would recommend anyone,0
5,"I've used these as a replacement for the nearly double in price of Duracell batteries. These last just as long as the Duracell batteries - a minute or two does not make a difference as my devices are on 24/7 - especially when these batteries are half the price! I have not had any leak, whether they were in their package or in any devices. The expiration dates on every shipment I've had so far have averaged 9 years with some 10 years from when I received them. This means they are fresh (recently made) and haven't been sitting around on a warehouse shelf for long. I like the green circular negative (-) indicator with the check mark (tick) on the side. Makes for quick installation in poor light. Excellent value and excellent performance!",AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,ive used replacement nearly double price duracell batteries last long duracell batteries minute two make difference devices 247 especially batteries half price leak whether package devices expiration dates every shipment ive far averaged 9 years 10 years received means fresh recently made havent sitting around warehouse shelf long like green circular negative indicator check mark tick side makes quick installation poor light excellent value excellent performance,0
5,"Excellent power and price. You can't beat this deal on high quality batteries. Even the club warehouse prices for their own store brands are more expensive than these.They provide more than adequate power for everything we've used them for.They work very good for small flashlights too.Seriously. You are not going to find a better deal for high quality, reliable alkaline batteries anywhere.",AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,excellent power price cant beat deal high quality batteries even club warehouse prices store brands expensive thesethey provide adequate power everything weve used forthey work good small flashlights tooseriously going find better deal high quality reliable alkaline batteries anywhere,0
5,"Like most people I use tons of batteries. The super high price and hassle of the marketing and nomenclature of buying them at the store is removed by buying these Amazon battery packs. More and more I am realizing that when possible it's a good idea to go with the 'Amazon Basics' products (especially for items like batteries). Certainly there are premium batteries that I have trusted for years and will continue to purchase. But I have found no difference between these Amazon batteries and my favorite other brands. So instead of buying 2 or 5 packs of batteries while waiting to check out in the store think about getting a realistic quantity of excellent batteries for half the price (maybe not half, but certainly less than name brands).",AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,like people use tons batteries super high price hassle marketing nomenclature buying store removed buying amazon battery packs realizing possible good idea go amazon basics products especially items like batteries certainly premium batteries trusted years continue purchase found difference amazon batteries favorite brands instead buying 2 5 packs batteries waiting check store think getting realistic quantity excellent batteries half price maybe half certainly less name brands,0
5,Fresh batteries with excellent shelf life and in use duration -- superb price,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,fresh batteries excellent shelf life use duration superb price,0
5,"Excellent product!!! Last long, no problems.",AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,excellent product last long problems,0
5,"Excellent purchase, especially for the price. 2 toddlers in the house make batteries a commodity item. There are excellent reviews that compare AmazonBasics to the usual battery brands. I highly suggest you read them to see that there really isn't a difference and since the price is so much lower these are a no brainer.",AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,excellent purchase especially price 2 toddlers house make batteries commodity item excellent reviews compare amazonbasics usual battery brands highly suggest read see really isnt difference since price much lower brainer,0
5,Excellent quality,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,excellent quality,3
5,"excellent value, seem to be excellent batteries and extra leak protection makes them even better, I will buy more",AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,excellent value seem excellent batteries extra leak protection makes even better buy,0
5,These work perfectly in every application I've needed them for. They have so far lasted just as long as the copper tops I usually buy at a significant price savings.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,work perfectly every application ive needed far lasted long copper tops usually buy significant price savings,3
5,"Good batteries, i got a 20 pack of the AA batteries. Batteries indicate good through date of 2026!Good life, bright in flashlights also. I will purchase these again, i consider them an excellent value and a great buy!",AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,good batteries got 20 pack aa batteries batteries indicate good date 2026good life bright flashlights also purchase consider excellent value great buy,0
5,Great value product!,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,great value product,1
5,I cannot believe what a great deal these are!!! These work just as well as any other name brand battery. I have a two-year-old and therefore we go through a LOT of batteries for his toys. I will never buy any other battery again!!!,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,believe great deal work well name brand battery twoyearold therefore go lot batteries toys never buy battery,0
1,"The advertisement promises a 4 channel boat. It is not - only one channel. Consequently, kids can't play simultaneously with more than one boat (which was the reason I bought several). Simple false advertising. The main reason I bought this model over others was that it was promised with multiple channels.",AmazonBasics AAA Performance Alkaline Batteries (36 Count),negative,advertisement promises 4 channel boat one channel consequently kids cant play simultaneously one boat reason bought several simple false advertising main reason bought model others promised multiple channels,3
5,"Five stars.They all worked, there were lots of them, and they didn't cost a lot.I like that they are packaged four per set in the big box, so there weren't just batteries EVERYWHERE!",AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,five starsthey worked lots didnt cost loti like packaged four per set big box werent batteries everywhere,0
5,Fantastic batteries. I used to buy all of ours from big box stores in bulk. These are a much better price and last just as long as the other brands. Now I buy them all from Amazon!,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,fantastic batteries used buy big box stores bulk much better price last long brands buy amazon,0
5,Really great product. Tons of batteries and for super cheap. I haven't had any of these die on me yet but even if they last only half of other brands it's still a really great buy. Super happy.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,really great product tons batteries super cheap havent die yet even last half brands still really great buy super happy,0
5,"I love stocking up on batteries at this price. Amazon, you've done a great job supplying the masses with inexpensive batteries",AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,love stocking batteries price amazon youve done great job supplying masses inexpensive batteries,0
5,These batteries have performed just as well as the expensive ones with the super fancy space age look to them.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,batteries performed well expensive ones super fancy space age look,0
5,"These seem as good as top-tier brands and models.Using these on professional audio equipment... the equipment ran the same amount of time.I think the only difference, is they are vastly less expensive.",AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,seem good toptier brands modelsusing professional audio equipment equipment ran amount timei think difference vastly less expensive,3
5,"Am amazed at how well I'm loving your batteries, Amazom. I have been a loyal Duracell buyer, but find yours are not cost way less, but last longer. Would give them 10 stars if you allowed me.",AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,amazed well im loving batteries amazom loyal duracell buyer find cost way less last longer would give 10 stars allowed,0
5,Fast delivery of product as advertised.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,fast delivery product advertised,3
5,Fast delivery. So far light up well. Hope that it will last long.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,fast delivery far light well hope last long,0
5,"Started drinking the tea a week ago and already see results. Fast shipping and great quality, unlike the store bought teas. Loving it!!!",AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,started drinking tea week ago already see results fast shipping great quality unlike store bought teas loving,3
1,"mu AA Amazon batteries made in Indonesia were without power after 12 months, bought in May 2016",AmazonBasics AAA Performance Alkaline Batteries (36 Count),negative,mu aa amazon batteries made indonesia without power 12 months bought may 2016,0
5,good price,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,good price,2
5,Work great fast delivery good price,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,work great fast delivery good price,4
5,ya....fine .....I mean its a battery .....How long they gonna last,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,yafine mean battery long gon na last,0
5,First time purchase. I have just started using them. Seem to be a quality product. I will have to see how long they last.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,first time purchase started using seem quality product see long last,0
4,Produces DC voltage,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,produces dc voltage,3
5,They work so no complaints here!,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,work complaints,4
5,: ),AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,,3
5,:),AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,,3
5,"1,63 volts",AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,163 volts,3
5,100 OK,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,100 ok,3
5,A good buy!,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,good buy,2
5,A great deal on batteries,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,great deal batteries,1
5,"a great deal, in time for hurricane matthew",AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,great deal time hurricane matthew,3
5,A great inexpensive rout for your AA needs! Just as good as the expensive name brand batteries!,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,great inexpensive rout aa needs good expensive name brand batteries,0
5,A lot for your money!,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,lot money,3
5,A lot of batteries at a good price. They work. No problems.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,lot batteries good price work problems,4
5,A lot of batteries for a great price,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,lot batteries great price,1
5,A lot of batteries for a great price. Seriously couldn't pas this up.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,lot batteries great price seriously couldnt pas,0
5,A must for homes with Children,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,must homes children,3
5,A real value and fast shipping!,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,real value fast shipping,3
5,A tremendous deal of power,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,tremendous deal power,3
5,A value.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,value,3
5,A+,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,,3
5,A+ Great Product.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,great product,1
5,A+ Item,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,item,3
5,A++,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,,3
5,A++++,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,,3
5,A++++++++,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,,3
5,AAA!!!,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,aaa,3
5,AAA+++,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,aaa,3
5,Affordable bulk batteries.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,affordable bulk batteries,0
5,All good,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,good,2
5,All good,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,good,2
5,all good,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,good,2
5,All good,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,good,2
5,Always in need of batteries,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,always need batteries,0
5,always there when I need them.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,always need,3
5,Amazing quality and performance for the price. We only buy Amazon batteries now.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,amazing quality performance price buy amazon batteries,0
5,Amazing value!!!,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,amazing value,3
5,Amazing value. Thank you Amazon.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,amazing value thank amazon,3
5,Amazing!,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,amazing,3
5,amazon branded products are usually very good.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,amazon branded products usually good,3
5,Amazon items are best quality and price,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,amazon items best quality price,3
5,Arrived on time and exactly as described. Thanks.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,arrived time exactly described thanks,3
5,Arrived on time. Long lasting batteries.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,arrived time long lasting batteries,0
5,arrived quickly and as described,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,arrived quickly described,3
5,Arrived quickly. Can't beat the price.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,arrived quickly cant beat price,3
5,as advertised,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,advertised,3
5,As advertised.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,advertised,3
5,As described,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,described,3
5,As described,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,described,3
5,As described,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,described,3
5,as described,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,described,3
5,As described and fast ship/arrival. Thanks!,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,described fast shiparrival thanks,3
5,As described work well.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,described work well,4
5,As expected,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,expected,3
5,as expected,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,expected,3
5,as expected,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,expected,3
5,As expected,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,expected,3
5,As expected!,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,expected,3
5,As expected.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,expected,3
5,as expected. will order again,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,expected order,3
5,As good as any and great price,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,good great price,2
5,As good as any others,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,good others,2
5,As good as any you can find in the store for a fraction of the price.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,good find store fraction price,2
5,As good as expected,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,good expected,2
5,"As good as first quality batteries, and less expensive!",AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,good first quality batteries less expensive,0
5,As good as others at a lower price.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,good others lower price,2
5,As good as Sanyo Eneloops,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,good sanyo eneloops,3
5,as good maybe in some cases better than the bunny batteries.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,good maybe cases better bunny batteries,0
5,Average use is good.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,average use good,2
5,awesome,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,awesome,3
5,awesome,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,awesome,3
5,Awesome batteries best i have used in a long time,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,awesome batteries best used long time,0
5,"Awesome delivery time, product was described perfectly, will shop again!!!!",AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,awesome delivery time product described perfectly shop,3
5,awesome price awesome product cannot go wrong.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,awesome price awesome product go wrong,3
5,Awesome product I would recommend this to anyone.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,awesome product would recommend anyone,3
5,awesome value.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,awesome value,3
5,awesome value. good shelf life.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,awesome value good shelf life,3
5,awesome!,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,awesome,3
5,Awesome.,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,awesome,3
5,bargain,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,bargain,3
5,Basic Batteries,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,basic batteries,0
5,batteries,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,batteries,0
5,Batteries are great last a long time,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,batteries great last long time,0
5,batteries for the average man,AmazonBasics AAA Performance Alkaline Batteries (36 Count),positive,batteries average man,0
